,ENANTEMA,PÓLIPO,ÚLCERA,EROSÃO,MICRONODULARIDADE
ENANTEMA,0.9999999900000001,0.0,0.0,0.0,0.0
PÓLIPO,0.0,0.6679580477726401,0.11700850738382138,0.0,0.20906946880160704
ÚLCERA,0.0,0.11700850738382136,0.6512960749557375,0.08847174827166572,0.1564000024091029
EROSÃO,0.0,0.0,0.0884717482716657,0.8962179521758563,0.0
MICRONODULARIDADE,0.0,0.20906946880160707,0.1564000024091029,0.0,0.6402458503089451
