,ENANTEMA,PÓLIPO,ÚLCERA,EROSÃO,MICRONODULARIDADE
ENANTEMA,0.28571428489795925,0.169030850366169,0.28571428489795925,0.169030850366169,0.1889822357621834
PÓLIPO,0.169030850366169,0.3999999984,0.169030850366169,0.0,0.22360679674374837
ÚLCERA,0.28571428489795925,0.169030850366169,0.28571428489795925,0.338061700732338,0.0
EROSÃO,0.169030850366169,0.0,0.338061700732338,0.3999999984,0.0
MICRONODULARIDADE,0.1889822357621834,0.22360679674374837,0.0,0.0,0.49999999749999996
