,ENANTEMA,PÓLIPO,ÚLCERA,EROSÃO,MICRONODULARIDADE
ENANTEMA,0.9999999900000001,0.0,0.0,0.0,0.0
PÓLIPO,0.0,0.7298737265172344,0.08584153264391131,0.0,0.17962836427981244
ÚLCERA,0.0,0.08584153264391131,0.711743767176201,0.08945205107166138,0.12303762402311749
EROSÃO,0.0,0.0,0.08945205107166138,0.8994423376556727,0.0
MICRONODULARIDADE,0.0,0.17962836427981244,0.12303762402311749,0.0,0.701705138574801
