,ENANTEMA,PÓLIPO,ÚLCERA,EROSÃO,MICRONODULARIDADE
ENANTEMA,0.9999999900000001,0.0,0.0,0.0,0.0
PÓLIPO,0.0,0.7577479672823522,0.0,0.0,0.242252025140168
ÚLCERA,0.0,0.0,0.9999999900000001,0.0,0.0
EROSÃO,0.0,0.0,0.0,0.9999999900000001,0.0
MICRONODULARIDADE,0.0,0.242252025140168,0.0,0.0,0.7577479672823522
