,ENANTEMA,PÓLIPO,ÚLCERA,EROSÃO,MICRONODULARIDADE
ENANTEMA,0.8499999927749999,0.0,0.0,0.15441957619899024,0.0
PÓLIPO,0.0,0.9999999900000001,0.0,0.0,0.0
ÚLCERA,0.11333726783702858,0.0,0.7142857091836734,0.20418408518326106,0.0
EROSÃO,0.09633514845441593,0.0,0.0,0.9008264381661089,0.0
MICRONODULARIDADE,0.09748387275255704,0.10573610565143703,0.08936331969739783,0.10035612296426806,0.6571428528244897
