,ENANTEMA,PÓLIPO,ÚLCERA,EROSÃO,MICRONODULARIDADE
ENANTEMA,1.0,0.0,0.0,0.17647058823529413,0.0
PÓLIPO,0.0,1.0,0.0,0.0,0.0
ÚLCERA,0.14545454545454545,0.0,1.0,0.2545454545454545,0.0
EROSÃO,0.11009174311926606,0.0,0.0,1.0,0.0
MICRONODULARIDADE,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,1.0
