,ENANTEMA,PÓLIPO,ÚLCERA,EROSÃO,MICRONODULARIDADE
ENANTEMA,0.9999999900000001,0.0,0.0,0.0,0.0
PÓLIPO,0.0,0.6693440383578042,0.11546721398283631,0.0,0.2094942638748337
ÚLCERA,0.0,0.11546721398283633,0.6556517135087088,0.08585489610782976,0.1550675682672331
EROSÃO,0.0,0.0,0.08585489610782976,0.8994423376556727,0.0
MICRONODULARIDADE,0.0,0.20949426387483372,0.15506756826723309,0.0,0.6415191131542268
