,ENANTEMA,PÓLIPO,ÚLCERA,EROSÃO,MICRONODULARIDADE
ENANTEMA,0.8553459046335192,0.0,0.0,0.14875772960143688,0.0
PÓLIPO,0.0,0.9999999900000001,0.0,0.0,0.0
ÚLCERA,0.1136931157043675,0.0,0.7142857091836734,0.2046072650845578,0.0
EROSÃO,0.09280298727429089,0.0,0.0,0.9045643071703314,0.0
MICRONODULARIDADE,0.0,0.0,0.0,0.0,0.9999999900000001
