,ENANTEMA,PÓLIPO,ÚLCERA,EROSÃO,MICRONODULARIDADE
ENANTEMA,1.0,0.0,0.0,0.16911764705882354,0.0
PÓLIPO,0.0,1.0,0.0,0.0,0.0
ÚLCERA,0.14545454545454545,0.0,1.0,0.2545454545454545,0.0
EROSÃO,0.10550458715596331,0.0,0.0,1.0,0.0
MICRONODULARIDADE,0.0,0.0,0.0,0.0,1.0
