,ENANTEMA,PÓLIPO,ÚLCERA,EROSÃO,MICRONODULARIDADE
ENANTEMA,1.0,0.0,0.0,0.0,0.0
PÓLIPO,0.0,1.0,0.0,0.0,0.3197
ÚLCERA,0.0,0.0,1.0,0.0,0.0
EROSÃO,0.0,0.0,0.0,1.0,0.0
MICRONODULARIDADE,0.0,0.3197,0.0,0.0,1.0
