,ENANTEMA,PÓLIPO,ÚLCERA,EROSÃO,MICRONODULARIDADE
ENANTEMA,1.0,0.0,0.0,0.16911764705882354,0.0
PÓLIPO,0.0,1.0,0.0,0.0,0.0
ÚLCERA,0.14814814814814814,0.0,1.0,0.25925925925925924,0.0
EROSÃO,0.10550458715596331,0.0,0.0,1.0,0.0
MICRONODULARIDADE,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,1.0
